usuario,pelicula1,pelicula2,pelicula3
User38036,3,4,2
User38037,3,3,1
User38038,4,3,1
User38039,1,1,1
User38040,2,4,1
User38041,2,1,1
User38042,4,2,4
User38043,5,5,3
User38044,2,2,3
User38045,2,3,4
User38046,1,2,5
User38047,1,4,5
User38048,5,3,3
User38049,5,4,1
User38050,2,3,1
User38051,2,3,5
User38052,2,3,5
User38053,4,4,1
User38054,1,5,4
User38055,4,2,2
User38056,3,2,4
User38057,2,5,1
User38058,1,5,2
User38059,5,1,3
User38060,5,3,2
User38061,5,4,4
User38062,1,4,5
User38063,3,4,3
User38064,5,2,4
User38065,4,1,1
User38066,1,5,3
User38067,4,3,4
User38068,5,1,2
User38069,5,5,1
User38070,5,5,3
User38071,3,1,4
User38072,1,3,1
User38073,2,1,3
User38074,4,5,2
User38075,3,4,2
User38076,5,5,5
User38077,2,4,4
User38078,3,1,2
User38079,5,3,2
User38080,3,3,1
User38081,4,4,4
User38082,5,3,5
User38083,4,4,5
User38084,5,2,5
User38085,4,5,3
User38086,2,1,4
User38087,2,1,2
User38088,3,5,5
User38089,1,1,2
User38090,1,5,2
User38091,5,1,2
User38092,4,1,5
User38093,4,3,5
User38094,4,1,3
User38095,4,3,1
User38096,1,4,5
User38097,1,4,5
User38098,1,5,2
User38099,3,4,3
User38100,4,1,4
User38101,3,5,5
User38102,1,2,4
User38103,2,1,5
User38104,4,5,3
User38105,2,2,5
User38106,1,1,2
User38107,2,2,4
User38108,1,1,4
User38109,3,3,1
User38110,4,2,1
User38111,3,2,2
User38112,2,1,4
User38113,2,4,2
User38114,1,5,1
User38115,4,5,4
User38116,2,3,5
User38117,1,2,1
User38118,3,1,3
User38119,1,3,5
User38120,2,4,4
User38121,4,5,2
User38122,5,4,5
User38123,4,2,5
User38124,3,2,5
User38125,3,5,1
User38126,3,4,3
User38127,2,3,1
User38128,2,1,4
User38129,1,5,1
User38130,1,5,5
User38131,3,1,2
User38132,1,4,2
User38133,4,1,3
User38134,1,2,1
User38135,1,4,4
User38136,2,2,5
User38137,5,4,2
User38138,1,4,1
User38139,2,3,1
User38140,5,2,2
User38141,4,1,1
User38142,5,3,4
User38143,4,2,2
User38144,5,3,5
User38145,1,1,1
User38146,2,1,5
User38147,2,4,1
User38148,5,4,5
User38149,5,2,3
User38150,2,3,4
User38151,5,5,5
User38152,3,1,3
User38153,3,4,5
User38154,2,1,1
User38155,4,1,2
User38156,4,5,4
User38157,4,2,3
User38158,3,4,5
User38159,2,1,2
User38160,5,2,2
User38161,2,1,2
User38162,2,4,5
User38163,2,3,5
User38164,5,5,5
User38165,3,5,3
User38166,1,1,5
User38167,4,4,5
User38168,5,4,5
User38169,5,3,3
User38170,2,1,3
User38171,5,1,4
User38172,4,5,2
User38173,2,5,5
User38174,2,4,1
User38175,5,4,1
User38176,5,1,5
User38177,5,2,2
User38178,2,5,4
User38179,4,2,4
User38180,4,1,1
User38181,1,1,3
User38182,4,1,4
User38183,1,3,1
User38184,4,5,3
User38185,3,4,2
User38186,2,2,1
User38187,5,5,1
User38188,2,3,3
User38189,1,1,5
User38190,4,5,1
User38191,4,5,5
User38192,1,1,3
User38193,1,4,1
User38194,4,3,4
User38195,1,4,3
User38196,4,2,3
User38197,5,3,2
User38198,1,5,3
User38199,4,2,1
User38200,3,1,5
User38201,1,4,3
User38202,4,5,2
User38203,2,1,1
User38204,2,4,1
User38205,1,1,1
User38206,5,4,1
User38207,1,5,3
User38208,1,4,2
User38209,1,3,5
User38210,1,1,3
User38211,3,1,1
User38212,4,1,4
User38213,1,1,4
User38214,4,1,4
User38215,2,3,3
User38216,3,3,1
User38217,1,1,2
User38218,1,5,1
User38219,1,4,4
User38220,2,2,2
User38221,2,3,2
User38222,3,4,1
User38223,1,5,3
User38224,4,4,1
User38225,2,3,1
User38226,4,4,5
User38227,4,5,1
User38228,1,1,3
User38229,4,1,5
User38230,5,4,3
User38231,3,1,5
User38232,1,5,4
User38233,5,3,3
User38234,4,4,4
User38235,1,4,5
User38236,4,3,4
User38237,4,2,5
User38238,5,5,2
User38239,3,5,4
User38240,2,2,4
User38241,5,3,4
User38242,3,2,5
User38243,5,2,4
User38244,5,5,5
User38245,2,1,2
User38246,4,4,4
User38247,1,1,3
User38248,5,5,1
User38249,2,3,1
User38250,2,5,3
User38251,4,1,4
User38252,2,2,2
User38253,2,1,2
User38254,5,5,1
User38255,1,2,1
User38256,3,2,5
User38257,4,2,1
User38258,4,3,2
User38259,4,4,1
User38260,1,3,5
User38261,5,5,5
User38262,2,4,2
User38263,1,2,3
User38264,5,2,4
User38265,1,1,4
User38266,1,4,2
User38267,3,1,5
User38268,3,4,4
User38269,3,4,1
User38270,3,4,1
User38271,5,3,5
User38272,1,1,4
User38273,3,5,4
User38274,4,1,5
User38275,1,4,5
User38276,3,1,2
User38277,2,5,1
User38278,4,5,2
User38279,2,1,1
User38280,3,4,5
User38281,1,5,1
User38282,3,5,5
User38283,3,4,5
User38284,2,1,1
User38285,3,3,3
User38286,5,3,5
User38287,2,3,1
User38288,1,4,2
User38289,5,4,2
User38290,2,5,4
User38291,2,1,3
User38292,3,3,2
User38293,4,2,1
User38294,1,2,1
User38295,3,3,4
User38296,1,1,4
User38297,5,5,5
User38298,2,2,4
User38299,3,4,1
User38300,4,2,1
User38301,4,3,2
User38302,1,1,3
User38303,4,4,4
User38304,5,1,1
User38305,1,1,5
User38306,1,3,4
User38307,2,1,3
User38308,2,3,5
User38309,1,1,3
User38310,3,3,1
User38311,4,5,2
User38312,5,5,2
User38313,1,5,2
User38314,4,4,1
User38315,1,3,2
User38316,1,3,2
User38317,1,1,2
User38318,1,3,1
User38319,3,4,2
User38320,3,1,1
User38321,2,2,5
User38322,1,3,4
User38323,5,3,4
User38324,1,4,5
User38325,2,4,3
User38326,3,5,4
User38327,5,2,5
User38328,2,5,3
User38329,4,5,4
User38330,2,4,5
User38331,3,3,5
User38332,4,2,1
User38333,3,4,4
User38334,1,2,5
User38335,1,5,4
User38336,4,4,1
User38337,2,4,5
User38338,3,4,5
User38339,3,4,3
User38340,3,3,3
User38341,2,4,4
User38342,5,3,2
User38343,5,2,5
User38344,5,2,2
User38345,1,1,2
User38346,2,4,1
User38347,3,3,3
User38348,4,1,2
User38349,3,2,4
User38350,1,4,4
User38351,2,1,2
User38352,5,1,1
User38353,1,1,3
User38354,3,2,3
User38355,5,4,4
User38356,2,4,2
User38357,3,5,2
User38358,5,1,2
User38359,4,4,3
User38360,3,5,1
User38361,4,4,2
User38362,1,4,5
User38363,5,4,5
User38364,5,3,1
User38365,3,2,1
User38366,4,1,5
User38367,2,1,3
User38368,2,1,5
User38369,4,5,4
User38370,1,5,5
User38371,3,2,1
User38372,4,1,2
User38373,5,1,2
User38374,2,1,5
User38375,4,4,3
User38376,2,3,2
User38377,5,1,1
User38378,5,3,4
User38379,1,5,5
User38380,4,2,5
User38381,1,3,4
User38382,2,5,3
User38383,3,1,1
User38384,1,4,5
User38385,1,1,1
User38386,5,5,2
User38387,5,1,3
User38388,3,5,4
User38389,3,3,4
User38390,2,2,5
User38391,1,1,3
User38392,3,2,1
User38393,1,3,4
User38394,1,4,5
User38395,1,1,2
User38396,3,5,5
User38397,3,5,3
User38398,4,4,5
User38399,5,4,4
User38400,4,2,5
User38401,5,3,3
User38402,1,2,5
User38403,3,5,4
User38404,4,4,2
User38405,5,5,5
User38406,5,1,4
User38407,5,5,2
User38408,3,1,2
User38409,4,2,2
User38410,2,1,3
User38411,4,3,2
User38412,1,2,2
User38413,2,3,4
User38414,5,1,5
User38415,1,5,1
User38416,5,2,2
User38417,4,4,5
User38418,4,3,4
User38419,3,3,1
User38420,5,5,3
User38421,5,4,4
User38422,1,3,2
User38423,2,1,5
User38424,5,1,4
User38425,4,5,2
User38426,5,2,2
User38427,2,5,3
User38428,2,1,3
User38429,2,3,5
User38430,5,1,2
User38431,3,2,1
User38432,1,3,1
User38433,5,3,5
User38434,4,2,1
User38435,1,1,4
User38436,2,3,3
User38437,2,5,3
User38438,2,5,2
User38439,1,2,1
User38440,5,1,1
User38441,2,3,5
User38442,1,3,1
User38443,2,2,4
User38444,2,5,4
User38445,5,4,1
User38446,3,1,1
User38447,1,3,3
User38448,4,3,3
User38449,3,3,1
User38450,3,3,2
User38451,5,3,3
User38452,4,2,3
User38453,1,1,4
User38454,1,3,5
User38455,4,2,5
User38456,5,4,2
User38457,1,2,1
User38458,2,4,2
User38459,4,3,2
User38460,3,2,2
User38461,2,4,4
User38462,1,4,4
User38463,5,1,2
User38464,4,4,2
User38465,4,4,3
User38466,2,4,1
User38467,2,2,5
User38468,4,1,4
User38469,3,2,4
User38470,2,2,1
User38471,3,4,1
User38472,5,3,5
User38473,2,3,1
User38474,1,2,4
User38475,4,5,5
User38476,1,5,4
User38477,4,3,1
User38478,1,4,2
User38479,2,3,5
User38480,2,2,4
User38481,2,2,2
User38482,3,4,5
User38483,1,2,2
User38484,3,5,5
User38485,4,3,4
User38486,3,2,2
User38487,3,3,3
User38488,3,5,2
User38489,4,5,5
User38490,3,3,2
User38491,3,2,4
User38492,3,2,3
User38493,1,5,3
User38494,1,1,5
User38495,3,2,2
User38496,1,4,4
User38497,2,5,3
User38498,5,2,5
User38499,1,4,1
User38500,2,2,2
User38501,4,4,3
User38502,4,4,2
User38503,3,3,3
User38504,5,2,3
User38505,5,4,3
User38506,2,5,3
User38507,1,2,5
User38508,1,4,3
User38509,3,4,5
User38510,5,1,3
User38511,2,5,2
User38512,4,4,5
User38513,5,5,2
User38514,1,4,2
User38515,4,2,2
User38516,2,4,1
User38517,1,2,2
User38518,5,5,2
User38519,3,3,1
User38520,5,1,2
User38521,5,2,2
User38522,2,4,5
User38523,5,3,5
User38524,5,2,5
User38525,5,5,5
User38526,2,5,3
User38527,4,1,4
User38528,4,5,4
User38529,2,4,4
User38530,1,3,4
User38531,5,2,1
User38532,4,3,2
User38533,2,5,2
User38534,3,5,3
User38535,2,4,2
User38536,5,2,5
User38537,5,1,1
User38538,3,1,4
User38539,5,1,1
User38540,4,2,4
User38541,3,1,1
User38542,4,3,4
User38543,2,5,1
User38544,1,1,2
User38545,5,2,1
User38546,3,5,3
User38547,1,5,3
User38548,1,2,4
User38549,3,5,5
User38550,5,2,5
User38551,3,1,2
User38552,5,3,4
User38553,5,3,4
User38554,5,5,3
User38555,2,2,3
User38556,2,1,4
User38557,3,2,2
User38558,2,2,1
User38559,2,1,3
User38560,1,4,5
User38561,1,3,1
User38562,4,4,3
User38563,1,2,3
User38564,3,2,4
User38565,2,4,5
User38566,3,1,1
User38567,3,5,3
User38568,5,2,5
User38569,3,5,3
User38570,4,2,3
User38571,2,5,4
User38572,4,3,3
User38573,2,2,5
User38574,1,5,5
User38575,2,4,4
User38576,5,3,3
User38577,3,5,3
User38578,1,4,5
User38579,1,5,4
User38580,3,2,4
User38581,5,2,3
User38582,5,4,1
User38583,5,4,3
User38584,3,4,5
User38585,4,2,2
User38586,4,2,3
User38587,5,4,1
User38588,1,3,1
User38589,2,4,5
User38590,2,1,5
User38591,5,1,3
User38592,1,4,3
User38593,5,1,5
User38594,1,4,5
User38595,3,2,4
User38596,1,3,1
User38597,4,4,1
User38598,4,1,3
User38599,5,1,1
User38600,4,4,1
User38601,5,5,5
User38602,3,4,1
User38603,3,5,4
User38604,3,2,2
User38605,3,3,4
User38606,2,2,1
User38607,4,1,3
User38608,4,3,1
User38609,1,3,1
User38610,2,2,2
User38611,4,2,4
User38612,4,5,3
User38613,5,5,5
User38614,4,5,4
User38615,3,2,1
User38616,4,4,5
User38617,3,5,5
User38618,5,1,5
User38619,2,2,1
User38620,5,2,1
User38621,4,1,3
User38622,2,2,3
User38623,2,5,3
User38624,2,3,5
User38625,1,3,1
User38626,2,5,3
User38627,1,1,4
User38628,5,1,5
User38629,3,5,3
User38630,2,2,2
User38631,5,4,3
User38632,4,4,4
User38633,1,5,2
User38634,2,4,5
User38635,4,3,4
User38636,3,5,2
User38637,3,1,3
User38638,5,2,3
User38639,5,1,4
User38640,2,2,3
User38641,3,5,1
User38642,5,1,2
User38643,4,2,1
User38644,1,2,5
User38645,5,4,3
User38646,5,4,5
User38647,5,5,3
User38648,2,2,1
User38649,2,2,4
User38650,4,5,3
User38651,2,3,1
User38652,3,4,4
User38653,1,5,4
User38654,5,4,4
User38655,3,3,5
User38656,5,4,2
User38657,5,2,3
User38658,5,3,1
User38659,2,1,2
User38660,5,5,5
User38661,2,2,1
User38662,1,3,5
User38663,3,1,5
User38664,1,1,3
User38665,5,4,1
User38666,1,4,5
User38667,2,3,5
User38668,3,2,3
User38669,4,1,5
User38670,1,1,4
User38671,3,4,3
User38672,1,2,5
User38673,4,4,1
User38674,5,2,1
User38675,2,5,4
User38676,3,1,1
User38677,5,5,2
User38678,1,2,4
User38679,2,4,4
User38680,4,2,1
User38681,2,3,5
User38682,2,2,1
User38683,1,4,5
User38684,2,2,4
User38685,4,1,3
User38686,4,2,4
User38687,5,5,3
User38688,2,3,3
User38689,3,4,4
User38690,5,4,5
User38691,4,5,4
User38692,4,3,5
User38693,3,4,2
User38694,2,1,5
User38695,2,3,3
User38696,2,5,2
User38697,3,4,2
User38698,3,1,3
User38699,4,3,3
User38700,5,3,5
User38701,5,1,3
User38702,2,2,2
User38703,5,1,1
User38704,5,3,4
User38705,3,3,3
User38706,2,1,3
User38707,2,5,5
User38708,5,5,1
User38709,4,3,3
User38710,3,4,3
User38711,4,2,3
User38712,5,2,5
User38713,2,3,3
User38714,5,2,5
User38715,1,1,5
User38716,2,1,4
User38717,5,4,4
User38718,2,2,4
User38719,1,2,2
User38720,4,1,3
User38721,1,1,3
User38722,5,1,2
User38723,2,4,5
User38724,1,4,2
User38725,2,1,3
User38726,2,3,3
User38727,5,4,2
User38728,2,5,5
User38729,1,2,5
User38730,4,4,5
User38731,2,4,4
User38732,5,5,4
User38733,5,4,1
User38734,4,4,5
User38735,2,5,2
User38736,4,5,1
User38737,5,4,2
User38738,2,5,2
User38739,4,3,5
User38740,4,5,4
User38741,4,1,5
User38742,2,2,4
User38743,3,4,1
User38744,1,5,2
User38745,4,3,4
User38746,2,1,3
User38747,1,4,2
User38748,1,5,1
User38749,4,2,1
User38750,2,3,4
User38751,1,2,3
User38752,5,4,4
User38753,4,2,4
User38754,2,4,1
User38755,4,3,1
User38756,1,1,2
User38757,2,5,1
User38758,5,3,4
User38759,5,4,2
User38760,1,5,2
User38761,4,5,2
User38762,2,2,2
User38763,1,2,2
User38764,2,2,5
User38765,1,4,3
User38766,2,5,2
User38767,1,2,1
User38768,4,5,3
User38769,1,1,4
User38770,3,2,4
User38771,1,5,5
User38772,1,3,5
User38773,5,4,2
User38774,3,1,3
User38775,4,1,4
User38776,3,5,1
User38777,2,4,2
User38778,4,3,3
User38779,4,2,2
User38780,1,3,5
User38781,5,1,2
User38782,4,4,3
User38783,5,1,4
User38784,4,4,5
User38785,4,2,3
User38786,4,1,1
User38787,5,4,4
User38788,1,4,4
User38789,3,3,1
User38790,4,1,1
User38791,2,2,3
User38792,1,5,4
User38793,5,3,2
User38794,2,4,1
User38795,1,3,3
User38796,1,4,4
User38797,5,4,4
User38798,2,1,3
User38799,2,1,4
User38800,2,3,5
User38801,5,1,2
User38802,5,3,5
User38803,5,1,5
User38804,4,4,1
User38805,5,4,2
User38806,4,1,5
User38807,2,2,3
User38808,1,4,1
User38809,2,3,1
User38810,5,1,4
User38811,4,5,5
User38812,1,2,1
User38813,4,3,3
User38814,1,2,4
User38815,4,4,2
User38816,3,3,5
User38817,2,4,5
User38818,3,1,4
User38819,5,4,5
User38820,1,5,5
User38821,1,2,2
User38822,5,2,2
User38823,5,5,5
User38824,2,3,1
User38825,3,4,1
User38826,3,1,5
User38827,5,2,1
User38828,5,3,4
User38829,1,2,1
User38830,5,3,3
User38831,3,4,5
User38832,5,1,2
User38833,4,4,4
User38834,1,1,2
User38835,5,1,5
User38836,4,2,5
User38837,5,1,3
User38838,2,1,5
User38839,4,4,4
User38840,2,1,3
User38841,3,5,2
User38842,1,5,4
User38843,1,4,2
User38844,4,5,2
User38845,4,3,1
User38846,2,4,4
User38847,3,4,3
User38848,5,2,2
User38849,4,5,5
User38850,5,2,2
User38851,4,5,5
User38852,4,2,5
User38853,3,4,5
User38854,3,3,2
User38855,3,2,3
User38856,5,1,3
User38857,4,4,4
User38858,5,1,3
User38859,5,5,1
User38860,3,1,5
User38861,2,4,2
User38862,1,2,3
User38863,1,5,1
User38864,5,3,2
User38865,5,5,4
User38866,5,5,4
User38867,2,5,4
User38868,4,5,4
User38869,2,3,1
User38870,5,3,4
User38871,3,1,1
User38872,3,5,2
User38873,5,1,2
User38874,2,4,5
User38875,1,3,2
User38876,5,4,1
User38877,2,4,5
User38878,5,4,4
User38879,3,1,5
User38880,5,2,1
User38881,4,3,5
User38882,1,1,4
User38883,4,4,4
User38884,1,5,2
User38885,1,5,4
User38886,2,3,2
User38887,5,2,2
User38888,4,4,4
User38889,2,3,3
User38890,1,2,3
User38891,3,5,4
User38892,2,4,1
User38893,2,1,2
User38894,2,3,1
User38895,2,3,5
User38896,2,1,5
User38897,2,5,1
User38898,1,2,5
User38899,5,2,1
User38900,3,2,5
User38901,1,5,4
User38902,5,5,2
User38903,1,1,3
User38904,2,4,2
User38905,5,5,1
User38906,5,4,2
User38907,3,5,4
User38908,1,5,3
User38909,1,3,1
User38910,2,1,5
User38911,3,2,2
User38912,4,4,4
User38913,3,4,5
User38914,5,3,1
User38915,3,4,3
User38916,5,4,4
User38917,4,4,2
User38918,3,3,4
User38919,3,4,3
User38920,1,5,4
User38921,5,5,5
User38922,4,3,5
User38923,2,5,1
User38924,1,5,5
User38925,2,3,2
User38926,3,5,1
User38927,5,5,3
User38928,3,3,2
User38929,1,5,4
User38930,1,1,4
User38931,4,5,3
User38932,3,5,5
User38933,1,2,3
User38934,2,3,1
User38935,4,1,2
User38936,4,5,3
User38937,3,2,1
User38938,5,1,3
User38939,4,3,1
User38940,1,4,3
User38941,3,2,3
User38942,5,3,2
User38943,2,2,5
User38944,4,2,4
User38945,4,5,2
User38946,4,3,4
User38947,2,5,4
User38948,2,4,2
User38949,4,1,1
User38950,5,1,5
User38951,4,4,1
User38952,2,2,4
User38953,2,2,2
User38954,5,4,2
User38955,1,2,2
User38956,1,3,2
User38957,2,4,1
User38958,3,3,2
User38959,4,1,4
User38960,3,4,1
User38961,5,3,4
User38962,5,3,1
User38963,4,4,5
User38964,2,1,4
User38965,4,3,5
User38966,5,3,2
User38967,3,2,5
User38968,3,4,5
User38969,2,3,1
User38970,4,4,2
User38971,2,1,2
User38972,4,2,3
User38973,3,2,2
User38974,4,2,1
User38975,5,1,3
User38976,1,3,5
User38977,5,4,1
User38978,1,4,5
User38979,4,4,4
User38980,3,3,3
User38981,3,1,4
User38982,1,1,4
User38983,3,2,3
User38984,3,1,2
User38985,3,3,5
User38986,2,4,5
User38987,3,5,3
User38988,1,1,5
User38989,2,4,5
User38990,2,1,4
User38991,3,2,5
User38992,3,5,3
User38993,1,4,5
User38994,4,2,5
User38995,5,3,4
User38996,3,4,2
User38997,3,3,1
User38998,2,2,4
User38999,3,4,3
User39000,1,3,2
User39001,4,5,4
User39002,3,3,1
User39003,2,1,4
User39004,4,4,1
User39005,1,1,1
User39006,5,5,5
User39007,5,5,2
User39008,5,1,4
User39009,4,5,4
User39010,4,1,1
User39011,3,2,3
User39012,3,1,4
User39013,4,3,5
User39014,1,5,1
User39015,1,5,4
User39016,2,4,2
User39017,3,3,1
User39018,4,4,4
User39019,4,5,5
User39020,2,4,5
User39021,4,4,5
User39022,4,1,3
User39023,1,5,2
User39024,2,3,3
User39025,1,5,5
User39026,1,2,5
User39027,4,3,1
User39028,5,4,1
User39029,3,4,5
User39030,3,3,4
User39031,2,5,4
User39032,3,2,2
User39033,1,2,5
User39034,2,4,2
User39035,5,3,3
User39036,2,2,5
User39037,1,2,2
User39038,5,5,2
User39039,2,1,3
User39040,4,1,4
User39041,4,5,4
User39042,3,2,1
User39043,2,3,5
User39044,4,2,4
User39045,1,5,2
User39046,4,3,3
User39047,2,5,4
User39048,4,3,5
User39049,3,4,2
User39050,5,5,1
User39051,2,4,3
User39052,4,4,1
User39053,2,2,1
User39054,3,5,3
User39055,2,4,1
User39056,5,1,2
User39057,4,2,2
User39058,1,1,1
User39059,5,4,1
User39060,5,5,5
User39061,5,4,1
User39062,5,2,1
User39063,2,3,5
User39064,3,1,4
User39065,3,1,1
User39066,4,4,2
User39067,5,4,5
User39068,3,4,2
User39069,1,5,2
User39070,2,1,2
User39071,3,3,3
User39072,5,2,3
User39073,3,4,1
User39074,4,4,4
User39075,4,3,2
User39076,3,4,5
User39077,4,1,3
User39078,2,5,5
User39079,2,3,1
User39080,1,3,2
User39081,5,1,5
User39082,3,2,5
User39083,4,4,3
User39084,5,4,3
User39085,3,4,5
User39086,4,2,3
User39087,1,2,2
User39088,5,1,1
User39089,5,2,5
User39090,5,1,4
User39091,2,4,2
User39092,5,3,1
User39093,3,1,4
User39094,5,2,4
User39095,5,4,1
User39096,1,1,3
User39097,1,4,1
User39098,4,4,1
User39099,1,1,5
User39100,3,2,5
User39101,1,3,1
User39102,2,4,3
User39103,4,5,1
User39104,2,3,3
User39105,5,1,2
User39106,3,4,2
User39107,3,3,3
User39108,5,4,4
User39109,3,4,3
User39110,5,1,4
User39111,2,2,1
User39112,3,1,4
User39113,2,4,5
User39114,5,1,2
User39115,4,2,4
User39116,2,1,1
User39117,3,1,2
User39118,1,2,1
User39119,4,4,3
User39120,3,2,1
User39121,2,3,1
User39122,4,5,4
User39123,3,4,5
User39124,5,4,3
User39125,3,1,4
User39126,1,1,5
User39127,4,3,3
User39128,5,5,4
User39129,2,3,2
User39130,5,5,1
User39131,1,2,1
User39132,5,5,3
User39133,3,2,4
User39134,5,2,1
User39135,3,4,4
User39136,5,1,3
User39137,2,5,1
User39138,4,2,5
User39139,3,2,2
User39140,2,4,2
User39141,3,1,5
User39142,1,4,2
User39143,4,4,1
User39144,3,3,2
User39145,4,3,5
User39146,1,4,2
User39147,3,5,2
User39148,1,5,4
User39149,1,4,5
User39150,1,2,5
User39151,4,3,2
User39152,5,3,1
User39153,2,2,3
User39154,5,4,5
User39155,2,2,1
User39156,3,5,3
User39157,5,2,4
User39158,5,5,4
User39159,3,4,2
User39160,4,4,3
User39161,2,4,1
User39162,2,3,1
User39163,5,4,2
User39164,1,1,3
User39165,4,3,2
User39166,1,5,5
User39167,1,2,3
User39168,4,1,4
User39169,2,4,1
User39170,4,5,3
User39171,1,5,5
User39172,4,1,1
User39173,2,2,3
User39174,3,2,2
User39175,1,5,3
User39176,1,4,5
User39177,2,5,5
User39178,5,3,3
User39179,3,2,3
User39180,2,3,2
User39181,3,1,5
User39182,2,5,5
User39183,4,1,1
User39184,5,4,4
User39185,5,4,1
User39186,5,1,1
User39187,4,1,3
User39188,5,2,4
User39189,1,1,5
User39190,3,2,2
User39191,3,4,1
User39192,3,3,1
User39193,2,1,4
User39194,3,5,1
User39195,4,2,4
User39196,4,2,1
User39197,3,4,2
User39198,3,4,3
User39199,1,2,1
User39200,3,3,3
User39201,5,5,3
User39202,4,2,4
User39203,1,2,2
User39204,5,4,5
User39205,4,3,5
User39206,2,5,5
User39207,4,4,1
User39208,1,4,5
User39209,2,4,2
User39210,4,3,5
User39211,3,5,1
User39212,2,5,5
User39213,5,5,1
User39214,3,1,2
User39215,4,1,2
User39216,2,2,5
User39217,2,1,2
User39218,3,4,5
User39219,1,5,5
User39220,1,4,4
User39221,3,3,3
User39222,5,4,5
User39223,2,5,4
User39224,3,3,4
User39225,3,2,1
User39226,1,2,5
User39227,1,3,4
User39228,4,5,2
User39229,5,3,4
User39230,4,3,1
User39231,3,3,3
User39232,3,2,3
User39233,4,3,2
User39234,1,1,1
User39235,2,4,2
User39236,2,2,5
User39237,1,2,5
User39238,5,2,1
User39239,1,5,1
User39240,3,1,3
User39241,3,2,5
User39242,4,3,3
User39243,2,1,3
User39244,4,3,3
User39245,5,3,4
User39246,3,4,5
User39247,5,2,4
User39248,2,4,2
User39249,4,4,1
User39250,5,3,3
User39251,1,4,2
User39252,3,5,4
User39253,5,3,4
User39254,1,4,3
User39255,1,3,5
User39256,5,4,3
User39257,1,3,2
User39258,3,5,3
User39259,2,1,2
User39260,3,2,5
User39261,1,3,2
User39262,3,1,3
User39263,1,1,4
User39264,3,1,1
User39265,4,1,4
User39266,5,2,1
User39267,1,5,5
User39268,2,5,5
User39269,3,3,5
User39270,4,5,5
User39271,2,5,3
User39272,4,3,4
User39273,4,1,3
User39274,4,5,3
User39275,1,2,1
User39276,1,2,2
User39277,2,2,3
User39278,2,3,1
User39279,3,2,3
User39280,4,5,1
User39281,5,5,1
User39282,3,4,4
User39283,2,3,3
User39284,1,3,2
User39285,2,5,2
User39286,1,1,4
User39287,3,2,3
User39288,2,2,5
User39289,2,1,3
User39290,2,5,5
User39291,5,1,3
User39292,3,2,2
User39293,1,3,4
User39294,4,1,5
User39295,3,5,4
User39296,1,5,5
User39297,5,1,1
User39298,1,5,3
User39299,3,3,3
User39300,1,2,4
User39301,1,1,1
User39302,1,1,3
User39303,4,1,1
User39304,2,1,4
User39305,5,1,1
User39306,3,4,2
User39307,2,2,1
User39308,4,5,3
User39309,5,1,2
User39310,1,2,2
User39311,3,2,2
User39312,3,2,1
User39313,2,3,5
User39314,3,5,2
User39315,5,4,1
User39316,3,4,4
User39317,5,5,5
User39318,1,3,1
User39319,3,3,5
User39320,5,5,4
User39321,5,1,5
User39322,4,5,5
User39323,5,2,2
User39324,5,5,4
User39325,3,1,4
User39326,4,2,5
User39327,4,4,2
User39328,2,1,3
User39329,4,2,4
User39330,1,5,4
User39331,4,2,1
User39332,5,2,3
User39333,5,4,2
User39334,2,1,2
User39335,3,1,1
User39336,1,5,5
User39337,5,3,5
User39338,1,4,1
User39339,1,5,3
User39340,1,5,5
User39341,3,5,3
User39342,2,2,1
User39343,3,4,1
User39344,5,2,5
User39345,5,4,4
User39346,3,2,2
User39347,2,4,2
User39348,4,3,2
User39349,3,1,2
User39350,1,1,3
User39351,5,2,4
User39352,4,3,5
User39353,3,5,5
User39354,5,3,1
User39355,4,2,3
User39356,1,5,1
User39357,3,5,3
User39358,5,4,2
User39359,4,3,3
User39360,1,1,3
User39361,2,5,3
User39362,4,5,3
User39363,1,2,4
User39364,1,2,1
User39365,5,2,5
User39366,3,4,3
User39367,4,3,3
User39368,1,2,2
User39369,1,5,3
User39370,2,5,3
User39371,1,5,5
User39372,4,4,3
User39373,5,1,4
User39374,1,1,5
User39375,3,3,2
User39376,3,4,1
User39377,3,5,4
User39378,1,2,3
User39379,3,5,4
User39380,4,3,5
User39381,4,1,4
User39382,4,5,4
User39383,1,5,1
User39384,1,5,3
User39385,4,5,3
User39386,5,1,2
User39387,5,2,3
User39388,4,5,4
User39389,5,4,1
User39390,3,4,5
User39391,1,5,1
User39392,4,1,1
User39393,5,5,5
User39394,4,5,3
User39395,2,2,2
User39396,3,3,4
User39397,2,4,1
User39398,3,2,3
User39399,5,3,3
User39400,4,2,1
User39401,5,2,4
User39402,3,2,3
User39403,5,3,3
User39404,4,2,3
User39405,4,4,1
User39406,1,5,1
User39407,5,1,3
User39408,4,2,2
User39409,2,5,1
User39410,5,2,4
User39411,3,3,5
User39412,3,4,5
User39413,4,4,3
User39414,4,3,5
User39415,5,3,3
User39416,3,1,5
User39417,5,2,2
User39418,5,1,3
User39419,5,3,2
User39420,2,4,4
User39421,1,4,2
User39422,3,5,3
User39423,1,1,2
User39424,4,1,1
User39425,3,4,4
User39426,5,4,1
User39427,5,4,5
User39428,5,3,1
User39429,4,5,3
User39430,2,3,3
User39431,3,2,2
User39432,2,4,1
